日期時間,timestamp,Diridon Caltrain Station 剩餘數量,Civic Center 剩餘數量
2014/12/22 13:51,1.41929E+12,15,10
2014/12/22 14:01,1.41929E+12,14,10
2014/12/22 14:16,1.41929E+12,15,10
2014/12/22 14:21,1.41929E+12,14,10
2014/12/22 14:26,1.41929E+12,15,10
2014/12/22 14:31,1.41929E+12,14,10
2014/12/22 14:41,1.41929E+12,15,10
2014/12/22 14:46,1.41929E+12,14,10
2014/12/22 14:56,1.41929E+12,15,10
2014/12/22 15:21,1.41929E+12,16,10
2014/12/22 15:31,1.41929E+12,15,10
2014/12/22 15:41,1.41929E+12,16,10
2014/12/22 15:46,1.41929E+12,15,10
2014/12/22 15:51,1.41929E+12,16,10
2014/12/22 15:55,1.41929E+12,17,10
2014/12/22 15:56,1.41929E+12,16,10
2014/12/22 16:01,1.41929E+12,17,10
2014/12/22 16:11,1.41929E+12,16,10
2014/12/22 16:16,1.41929E+12,17,9
2014/12/22 16:21,1.41929E+12,16,10
2014/12/22 16:26,1.41929E+12,17,10
2014/12/22 16:29,1.41929E+12,18,10
2014/12/22 16:31,1.41929E+12,17,10
2014/12/22 16:35,1.41929E+12,18,10
2014/12/22 16:39,1.4193E+12,19,10
2014/12/22 16:41,1.4193E+12,20,10
2014/12/22 16:46,1.4193E+12,19,10
2014/12/22 16:54,1.4193E+12,20,10
2014/12/22 17:11,1.4193E+12,21,10
2014/12/22 17:16,1.4193E+12,20,10
2014/12/22 17:17,1.4193E+12,19,10
2014/12/22 17:19,1.4193E+12,20,10
2014/12/22 17:31,1.4193E+12,21,10
2014/12/22 17:35,1.4193E+12,20,10
2014/12/22 17:42,1.4193E+12,22,10
2014/12/22 17:46,1.4193E+12,21,10
2014/12/22 17:51,1.4193E+12,22,10
2014/12/22 18:01,1.4193E+12,21,10
2014/12/22 18:11,1.4193E+12,22,10
2014/12/22 18:16,1.4193E+12,20,10
2014/12/22 18:19,1.4193E+12,19,10
2014/12/22 18:20,1.4193E+12,17,10
2014/12/22 18:21,1.4193E+12,18,10
2014/12/22 18:24,1.4193E+12,17,10
2014/12/22 18:36,1.4193E+12,15,10
2014/12/22 18:41,1.4193E+12,17,10
2014/12/22 18:46,1.4193E+12,16,9
2014/12/22 18:51,1.4193E+12,17,10
2014/12/22 18:56,1.4193E+12,16,10
2014/12/22 19:01,1.4193E+12,17,10
2014/12/22 19:11,1.4193E+12,16,9
2014/12/22 19:26,1.41931E+12,17,10
2014/12/22 19:31,1.41931E+12,15,10
2014/12/22 19:46,1.41931E+12,17,10
2014/12/22 20:01,1.41931E+12,16,10
2014/12/22 20:11,1.41931E+12,17,10
2014/12/22 20:16,1.41931E+12,16,9
2014/12/22 20:26,1.41931E+12,17,10
2014/12/22 20:41,1.41931E+12,16,10
2014/12/22 20:46,1.41931E+12,17,9
2014/12/22 20:51,1.41931E+12,15,10
2014/12/22 20:56,1.41931E+12,16,10
2014/12/22 21:01,1.41931E+12,17,10
2014/12/22 21:06,1.41931E+12,16,10
2014/12/22 21:11,1.41931E+12,17,10
2014/12/22 21:16,1.41931E+12,16,10
2014/12/22 21:21,1.41931E+12,15,10
2014/12/22 21:26,1.41931E+12,16,10
2014/12/22 21:36,1.41931E+12,17,10
2014/12/22 21:51,1.41931E+12,16,10
2014/12/22 21:56,1.41931E+12,15,10
2014/12/22 22:01,1.41931E+12,16,10
2014/12/22 22:11,1.41932E+12,15,10
2014/12/22 22:16,1.41932E+12,16,10
2014/12/22 22:21,1.41932E+12,17,9
2014/12/22 22:31,1.41932E+12,16,10
2014/12/22 22:41,1.41932E+12,17,10
2014/12/22 22:46,1.41932E+12,16,9
2014/12/22 22:51,1.41932E+12,15,10
2014/12/22 22:56,1.41932E+12,17,9
2014/12/22 23:01,1.41932E+12,15,10
2014/12/22 23:21,1.41932E+12,16,10
2014/12/22 23:31,1.41932E+12,15,10
2014/12/22 23:36,1.41932E+12,16,9
2014/12/22 23:46,1.41932E+12,15,10
2014/12/23 00:01,1.41932E+12,16,10
2014/12/23 00:11,1.41932E+12,15,9
2014/12/23 00:16,1.41932E+12,16,9
2014/12/23 00:26,1.41932E+12,15,10
2014/12/23 00:36,1.41932E+12,16,10
2014/12/23 00:46,1.41932E+12,15,10
2014/12/23 00:51,1.41932E+12,16,10
2014/12/23 01:06,1.41933E+12,15,10
2014/12/23 01:11,1.41933E+12,16,10
2014/12/23 01:21,1.41933E+12,15,10
2014/12/23 01:31,1.41933E+12,16,10
2014/12/23 01:41,1.41933E+12,15,10
2014/12/23 01:51,1.41933E+12,16,10
2014/12/23 01:56,1.41933E+12,15,10
2014/12/23 02:06,1.41933E+12,16,10
2014/12/23 02:21,1.41933E+12,15,10
2014/12/23 02:31,1.41933E+12,16,10
2014/12/23 02:36,1.41933E+12,15,10
2014/12/23 02:41,1.41933E+12,16,10
2014/12/23 02:46,1.41933E+12,15,10
2014/12/23 03:01,1.41933E+12,16,10
2014/12/23 03:16,1.41933E+12,15,10
2014/12/23 03:26,1.41933E+12,16,10
2014/12/23 03:36,1.41933E+12,15,10
2014/12/23 03:41,1.41933E+12,16,10
2014/12/23 03:46,1.41934E+12,15,9
2014/12/23 04:06,1.41934E+12,16,9
2014/12/23 04:11,1.41934E+12,15,10
2014/12/23 04:16,1.41934E+12,16,10
2014/12/23 04:26,1.41934E+12,15,10
2014/12/23 04:31,1.41934E+12,16,10
2014/12/23 04:41,1.41934E+12,15,10
2014/12/23 04:46,1.41934E+12,16,10
2014/12/23 04:51,1.41934E+12,15,10
2014/12/23 04:56,1.41934E+12,16,10
2014/12/23 05:06,1.41934E+12,15,10
2014/12/23 05:26,1.41934E+12,16,10
2014/12/23 05:56,1.41934E+12,15,10
2014/12/23 06:01,1.41934E+12,16,10
2014/12/23 06:11,1.41934E+12,15,10
2014/12/23 06:16,1.41934E+12,16,10
2014/12/23 06:21,1.41934E+12,15,10
2014/12/23 06:31,1.41935E+12,16,9
2014/12/23 06:40,1.41935E+12,17,10
2014/12/23 06:49,1.41935E+12,18,10
2014/12/23 07:16,1.41935E+12,17,10
2014/12/23 07:38,1.41935E+12,18,10
2014/12/23 07:39,1.41935E+12,19,10
2014/12/23 07:42,1.41935E+12,18,10
2014/12/23 07:43,1.41935E+12,19,10
2014/12/23 07:46,1.41935E+12,20,10
2014/12/23 07:57,1.41935E+12,21,10
2014/12/23 08:03,1.41935E+12,20,10
2014/12/23 08:16,1.41935E+12,19,10
2014/12/23 08:21,1.41935E+12,20,10
2014/12/23 08:23,1.41935E+12,21,10
2014/12/23 08:24,1.41935E+12,20,11
2014/12/23 08:36,1.41935E+12,19,11
2014/12/23 08:41,1.41935E+12,20,11
2014/12/23 08:51,1.41935E+12,19,10
2014/12/23 09:05,1.41935E+12,18,11
2014/12/23 09:11,1.41935E+12,19,11
2014/12/23 09:16,1.41935E+12,18,11
2014/12/23 09:26,1.41936E+12,19,11
2014/12/23 09:31,1.41936E+12,18,10
2014/12/23 10:11,1.41936E+12,19,11
2014/12/23 10:16,1.41936E+12,18,11
2014/12/23 10:26,1.41936E+12,19,11
2014/12/23 10:31,1.41936E+12,18,11
2014/12/23 10:41,1.41936E+12,19,11
2014/12/23 10:46,1.41936E+12,18,11
2014/12/23 10:56,1.41936E+12,19,11
2014/12/23 11:01,1.41936E+12,18,11
2014/12/23 11:31,1.41936E+12,19,12
2014/12/23 11:36,1.41936E+12,18,12
2014/12/23 11:41,1.41936E+12,19,12
2014/12/23 11:51,1.41936E+12,18,12
2014/12/23 12:36,1.41937E+12,19,12
2014/12/23 12:41,1.41937E+12,18,12
2014/12/23 12:46,1.41937E+12,19,12
2014/12/23 12:51,1.41937E+12,18,12
2014/12/23 13:01,1.41937E+12,19,12
2014/12/23 13:06,1.41937E+12,18,12
2014/12/23 13:51,1.41937E+12,19,12
2014/12/23 13:56,1.41937E+12,18,12
2014/12/23 14:11,1.41937E+12,19,12
2014/12/23 14:16,1.41937E+12,18,12
2014/12/23 14:36,1.41937E+12,19,12
2014/12/23 14:41,1.41937E+12,18,12
2014/12/23 14:51,1.41938E+12,19,12
2014/12/23 15:01,1.41938E+12,18,12
2014/12/23 15:04,1.41938E+12,19,12
2014/12/23 15:11,1.41938E+12,20,12
2014/12/23 15:21,1.41938E+12,19,12
2014/12/23 15:31,1.41938E+12,20,12
2014/12/23 15:36,1.41938E+12,19,12
2014/12/23 15:56,1.41938E+12,20,12
2014/12/23 16:01,1.41938E+12,19,12
2014/12/23 16:11,1.41938E+12,20,12
2014/12/23 16:21,1.41938E+12,19,12
2014/12/23 16:26,1.41938E+12,21,12
2014/12/23 16:31,1.41938E+12,20,12
2014/12/23 16:39,1.41938E+12,21,12
2014/12/23 16:53,1.41938E+12,22,12
2014/12/23 17:01,1.41938E+12,21,12
2014/12/23 17:06,1.41938E+12,22,11
2014/12/23 17:16,1.41938E+12,21,13
2014/12/23 17:20,1.41938E+12,22,13
2014/12/23 17:25,1.41938E+12,23,13
2014/12/23 17:27,1.41938E+12,22,13
2014/12/23 17:28,1.41938E+12,21,13
2014/12/23 17:31,1.41938E+12,22,13
2014/12/23 17:35,1.41938E+12,21,13
2014/12/23 17:36,1.41938E+12,19,13
2014/12/23 17:43,1.41939E+12,18,12
2014/12/23 17:56,1.41939E+12,19,13
2014/12/23 18:06,1.41939E+12,18,13
2014/12/23 18:16,1.41939E+12,19,13
2014/12/23 18:21,1.41939E+12,18,13
2014/12/23 18:31,1.41939E+12,19,13
2014/12/23 18:41,1.41939E+12,18,13
2014/12/23 18:46,1.41939E+12,19,13
2014/12/23 18:51,1.41939E+12,18,13
2014/12/23 18:56,1.41939E+12,19,13
2014/12/23 19:01,1.41939E+12,18,13
2014/12/23 19:26,1.41939E+12,19,13
2014/12/23 19:31,1.41939E+12,18,13
2014/12/23 19:36,1.41939E+12,19,13
2014/12/23 19:41,1.41939E+12,18,13
2014/12/23 19:51,1.41939E+12,19,13
2014/12/23 20:06,1.41939E+12,18,13
2014/12/23 20:11,1.41939E+12,19,12
2014/12/23 20:26,1.4194E+12,18,13
2014/12/23 20:46,1.4194E+12,19,13
2014/12/23 20:56,1.4194E+12,18,13
2014/12/23 21:01,1.4194E+12,19,13
2014/12/23 21:31,1.4194E+12,18,13
2014/12/23 21:36,1.4194E+12,19,13
2014/12/23 21:51,1.4194E+12,18,13
2014/12/23 21:56,1.4194E+12,19,13
2014/12/23 22:06,1.4194E+12,18,13
2014/12/23 22:11,1.4194E+12,19,13
2014/12/23 22:21,1.4194E+12,18,12
2014/12/23 22:31,1.4194E+12,19,13
2014/12/23 22:36,1.4194E+12,18,13
2014/12/23 22:51,1.4194E+12,19,13
2014/12/23 23:19,1.41941E+12,18,13
2014/12/23 23:26,1.41941E+12,17,13
2014/12/23 23:36,1.41941E+12,18,13
2014/12/23 23:41,1.41941E+12,17,13
2014/12/23 23:46,1.41941E+12,18,13
2014/12/24 00:11,1.41941E+12,17,12
2014/12/24 00:21,1.41941E+12,18,13
2014/12/24 00:41,1.41941E+12,17,13
2014/12/24 00:51,1.41941E+12,18,13
2014/12/24 00:56,1.41941E+12,17,13
2014/12/24 01:01,1.41941E+12,18,13
2014/12/24 01:06,1.41941E+12,17,13
2014/12/24 01:16,1.41941E+12,18,13
2014/12/24 01:21,1.41941E+12,17,13
2014/12/24 01:26,1.41941E+12,18,13
2014/12/24 01:36,1.41941E+12,17,13
2014/12/24 01:41,1.41941E+12,18,13
2014/12/24 01:46,1.41941E+12,16,13
2014/12/24 01:51,1.41941E+12,18,13
2014/12/24 01:56,1.41941E+12,17,13
2014/12/24 02:01,1.41942E+12,18,13
2014/12/24 02:16,1.41942E+12,17,13
2014/12/24 02:26,1.41942E+12,18,13
2014/12/24 02:41,1.41942E+12,17,13
2014/12/24 02:46,1.41942E+12,18,13
2014/12/24 02:51,1.41942E+12,17,13
2014/12/24 02:56,1.41942E+12,18,13
2014/12/24 03:01,1.41942E+12,17,13
2014/12/24 03:16,1.41942E+12,18,13
2014/12/24 03:21,1.41942E+12,17,13
2014/12/24 03:46,1.41942E+12,16,13
2014/12/24 03:51,1.41942E+12,17,13
2014/12/24 03:56,1.41942E+12,18,13
2014/12/24 04:11,1.41942E+12,17,13
2014/12/24 04:16,1.41942E+12,18,13
2014/12/24 04:21,1.41942E+12,17,13
2014/12/24 04:36,1.41942E+12,18,13
2014/12/24 04:41,1.41942E+12,17,13
2014/12/24 04:51,1.41943E+12,18,13
2014/12/24 05:06,1.41943E+12,17,13
2014/12/24 05:16,1.41943E+12,18,13
2014/12/24 05:36,1.41943E+12,17,13
2014/12/24 05:41,1.41943E+12,18,13
2014/12/24 05:51,1.41943E+12,17,13
2014/12/24 06:06,1.41943E+12,18,13
2014/12/24 06:11,1.41943E+12,17,13
2014/12/24 06:21,1.41943E+12,18,13
2014/12/24 06:26,1.41943E+12,17,13
2014/12/24 06:56,1.41943E+12,18,13
2014/12/24 07:06,1.41943E+12,17,13
2014/12/24 07:11,1.41943E+12,18,13
2014/12/24 07:26,1.41943E+12,17,13
2014/12/24 07:29,1.41943E+12,16,13
2014/12/24 07:36,1.41944E+12,17,13
2014/12/24 07:41,1.41944E+12,18,13
2014/12/24 07:42,1.41944E+12,20,13
2014/12/24 07:45,1.41944E+12,19,13
2014/12/24 07:46,1.41944E+12,18,13
2014/12/24 07:51,1.41944E+12,19,12
2014/12/24 08:01,1.41944E+12,18,13
2014/12/24 08:18,1.41944E+12,17,13
2014/12/24 08:21,1.41944E+12,16,13
2014/12/24 08:26,1.41944E+12,18,13
2014/12/24 08:36,1.41944E+12,17,13
2014/12/24 08:46,1.41944E+12,18,13
2014/12/24 08:51,1.41944E+12,17,13
2014/12/24 09:06,1.41944E+12,18,13
2014/12/24 09:11,1.41944E+12,17,13
2014/12/24 09:16,1.41944E+12,18,13
2014/12/24 09:17,1.41944E+12,17,13
2014/12/24 09:21,1.41944E+12,16,13
2014/12/24 09:26,1.41944E+12,17,13
2014/12/24 09:31,1.41944E+12,16,13
2014/12/24 09:36,1.41944E+12,17,13
2014/12/24 10:01,1.41944E+12,16,13
2014/12/24 10:06,1.41944E+12,17,13
2014/12/24 10:16,1.41944E+12,16,13
2014/12/24 10:26,1.41945E+12,17,13
2014/12/24 10:36,1.41945E+12,16,13
2014/12/24 10:41,1.41945E+12,17,13
2014/12/24 10:46,1.41945E+12,16,12
2014/12/24 11:16,1.41945E+12,17,13
2014/12/24 11:21,1.41945E+12,16,13
2014/12/24 12:01,1.41945E+12,17,13
2014/12/24 12:06,1.41945E+12,16,13
2014/12/24 12:11,1.41945E+12,17,13
2014/12/24 12:21,1.41945E+12,16,13
2014/12/24 12:31,1.41945E+12,17,13
2014/12/24 12:36,1.41945E+12,16,12
2014/12/24 12:46,1.41945E+12,17,13
2014/12/24 12:56,1.41945E+12,16,13
2014/12/24 13:06,1.41946E+12,17,12
2014/12/24 13:11,1.41946E+12,16,13
2014/12/24 13:31,1.41946E+12,17,13
2014/12/24 13:36,1.41946E+12,16,13
2014/12/24 13:51,1.41946E+12,17,13
2014/12/24 13:56,1.41946E+12,16,13
2014/12/24 14:11,1.41946E+12,17,13
2014/12/24 14:16,1.41946E+12,16,13
2014/12/24 14:26,1.41946E+12,17,13
2014/12/24 14:31,1.41946E+12,16,13
2014/12/24 14:56,1.41946E+12,17,13
2014/12/24 15:06,1.41946E+12,16,13
2014/12/24 15:11,1.41946E+12,17,13
2014/12/24 15:21,1.41946E+12,16,13
2014/12/24 15:26,1.41946E+12,17,13
2014/12/24 15:45,1.41946E+12,16,13
2014/12/24 15:51,1.41947E+12,15,13
2014/12/24 16:01,1.41947E+12,16,13
2014/12/24 16:06,1.41947E+12,14,13
2014/12/24 16:16,1.41947E+12,13,13
2014/12/24 16:18,1.41947E+12,14,13
2014/12/24 16:21,1.41947E+12,15,13
2014/12/24 16:41,1.41947E+12,14,13
2014/12/24 16:51,1.41947E+12,15,13
2014/12/24 17:11,1.41947E+12,14,13
2014/12/24 17:19,1.41947E+12,15,12
2014/12/24 17:26,1.41947E+12,16,13
2014/12/24 17:31,1.41947E+12,15,13
2014/12/24 17:36,1.41947E+12,16,13
2014/12/24 17:46,1.41947E+12,15,13
2014/12/24 17:51,1.41947E+12,16,13
2014/12/24 18:01,1.41947E+12,15,13
2014/12/24 18:06,1.41947E+12,16,13
2014/12/24 18:16,1.41947E+12,15,13
2014/12/24 18:26,1.41947E+12,16,13
2014/12/24 18:31,1.41947E+12,15,12
2014/12/24 18:36,1.41947E+12,16,13
2014/12/24 18:46,1.41948E+12,15,13
2014/12/24 19:01,1.41948E+12,16,13
2014/12/24 19:11,1.41948E+12,15,13
2014/12/24 19:16,1.41948E+12,16,13
2014/12/24 19:21,1.41948E+12,15,13
2014/12/24 19:31,1.41948E+12,16,13
2014/12/24 19:38,1.41948E+12,15,13
2014/12/24 19:41,1.41948E+12,14,13
2014/12/24 19:46,1.41948E+12,15,13
2014/12/24 19:51,1.41948E+12,14,13
2014/12/24 19:56,1.41948E+12,15,13
2014/12/24 20:01,1.41948E+12,14,13
2014/12/24 20:21,1.41948E+12,15,13
2014/12/24 20:26,1.41948E+12,14,13
2014/12/24 20:36,1.41948E+12,15,13
2014/12/24 20:46,1.41948E+12,14,13
2014/12/24 20:56,1.41948E+12,15,13
2014/12/24 21:06,1.41948E+12,14,13
2014/12/24 21:36,1.41949E+12,15,12
2014/12/24 21:51,1.41949E+12,14,13
2014/12/24 21:56,1.41949E+12,15,13
2014/12/24 22:06,1.41949E+12,14,13
2014/12/24 22:11,1.41949E+12,15,13
2014/12/24 22:16,1.41949E+12,14,13
2014/12/24 22:21,1.41949E+12,15,13
2014/12/24 22:26,1.41949E+12,14,13
2014/12/24 22:46,1.41949E+12,15,13
2014/12/24 22:56,1.41949E+12,14,13
2014/12/24 23:06,1.41949E+12,15,13
2014/12/24 23:11,1.41949E+12,14,12
2014/12/24 23:16,1.41949E+12,15,12
2014/12/24 23:31,1.41949E+12,14,13
2014/12/24 23:41,1.41949E+12,15,13
2014/12/24 23:51,1.41949E+12,14,13
2014/12/24 23:56,1.41949E+12,15,12
2014/12/25 00:01,1.41949E+12,14,13
2014/12/25 00:06,1.41949E+12,15,13
2014/12/25 00:11,1.4195E+12,14,13
2014/12/25 00:16,1.4195E+12,15,12
2014/12/25 00:41,1.4195E+12,14,13
2014/12/25 00:46,1.4195E+12,15,13
2014/12/25 00:51,1.4195E+12,14,13
2014/12/25 01:16,1.4195E+12,15,13
2014/12/25 01:21,1.4195E+12,14,13
2014/12/25 01:36,1.4195E+12,15,13
2014/12/25 01:51,1.4195E+12,14,13
2014/12/25 01:56,1.4195E+12,15,13
2014/12/25 02:11,1.4195E+12,14,13
2014/12/25 02:26,1.4195E+12,15,12
2014/12/25 02:31,1.4195E+12,14,13
2014/12/25 07:54,1.41952E+12,15,13
2014/12/25 08:16,1.41952E+12,14,13
2014/12/25 08:36,1.41953E+12,15,13
2014/12/25 09:06,1.41953E+12,14,13
2014/12/25 09:16,1.41953E+12,15,13
2014/12/25 09:31,1.41953E+12,14,13
2014/12/25 09:36,1.41953E+12,15,13
2014/12/25 09:41,1.41953E+12,14,13
2014/12/25 10:16,1.41953E+12,15,13
2014/12/25 10:26,1.41953E+12,14,13
2014/12/25 10:41,1.41953E+12,15,13
2014/12/25 10:46,1.41953E+12,14,13
2014/12/25 10:51,1.41953E+12,15,13
2014/12/25 10:56,1.41953E+12,14,13
2014/12/25 11:06,1.41953E+12,15,13
2014/12/25 11:11,1.41953E+12,14,13
2014/12/25 11:16,1.41953E+12,15,13
2014/12/25 11:21,1.41954E+12,14,13
2014/12/25 11:26,1.41954E+12,15,13
2014/12/25 11:31,1.41954E+12,14,13
2014/12/25 11:41,1.41954E+12,15,13
2014/12/25 11:46,1.41954E+12,14,13
2014/12/25 11:56,1.41954E+12,15,13
2014/12/25 12:01,1.41954E+12,14,13
2014/12/25 12:06,1.41954E+12,15,13
2014/12/25 12:11,1.41954E+12,14,13
2014/12/25 12:21,1.41954E+12,15,13
2014/12/25 12:31,1.41954E+12,14,13
2014/12/25 12:41,1.41954E+12,15,13
2014/12/25 12:46,1.41954E+12,14,13
2014/12/25 12:56,1.41954E+12,15,13
2014/12/25 13:01,1.41954E+12,14,13
2014/12/25 13:46,1.41954E+12,15,13
2014/12/25 13:51,1.41954E+12,14,13
2014/12/25 13:56,1.41954E+12,15,13
2014/12/25 14:06,1.41955E+12,14,13
2014/12/25 14:26,1.41955E+12,15,13
2014/12/25 14:31,1.41955E+12,14,13
2014/12/25 14:36,1.41955E+12,15,13
2014/12/25 14:41,1.41955E+12,14,13
2014/12/25 14:46,1.41955E+12,15,13
2014/12/25 15:11,1.41955E+12,14,13
2014/12/25 15:16,1.41955E+12,15,13
2014/12/25 15:21,1.41955E+12,14,13
2014/12/25 15:31,1.41955E+12,15,13
2014/12/25 15:41,1.41955E+12,14,13
2014/12/25 15:46,1.41955E+12,15,12
2014/12/25 15:51,1.41955E+12,14,13
2014/12/25 16:31,1.41955E+12,15,13
2014/12/25 16:36,1.41955E+12,14,13
2014/12/25 16:46,1.41955E+12,15,12
2014/12/25 16:51,1.41956E+12,14,12
2014/12/25 16:56,1.41956E+12,15,12
2014/12/25 17:06,1.41956E+12,14,13
2014/12/25 17:11,1.41956E+12,15,13
2014/12/25 17:31,1.41956E+12,14,13
2014/12/25 17:41,1.41956E+12,15,13
2014/12/25 17:46,1.41956E+12,14,13
2014/12/25 17:51,1.41956E+12,15,13
2014/12/25 18:11,1.41956E+12,14,13
2014/12/25 18:16,1.41956E+12,15,13
2014/12/25 18:36,1.41956E+12,14,13
2014/12/25 18:56,1.41956E+12,15,13
2014/12/25 19:06,1.41956E+12,14,13
2014/12/25 19:16,1.41956E+12,15,13
2014/12/25 19:31,1.41956E+12,14,13
2014/12/25 19:51,1.41957E+12,15,13
2014/12/25 20:01,1.41957E+12,14,13
2014/12/25 20:06,1.41957E+12,15,13
2014/12/25 20:21,1.41957E+12,14,13
2014/12/25 20:51,1.41957E+12,15,13
2014/12/25 21:01,1.41957E+12,14,13
2014/12/25 21:21,1.41957E+12,15,13
2014/12/25 21:26,1.41957E+12,14,13
2014/12/25 21:36,1.41957E+12,15,13
2014/12/25 21:51,1.41957E+12,14,12
2014/12/25 21:56,1.41957E+12,15,12
2014/12/25 22:01,1.41957E+12,14,12
2014/12/25 22:11,1.41957E+12,15,13
2014/12/25 22:21,1.41957E+12,14,13
2014/12/25 22:36,1.41958E+12,15,13
2014/12/25 22:41,1.41958E+12,14,13
2014/12/25 22:56,1.41958E+12,15,13
2014/12/25 23:01,1.41958E+12,14,13
2014/12/25 23:11,1.41958E+12,15,13
2014/12/25 23:16,1.41958E+12,14,13
2014/12/25 23:21,1.41958E+12,15,13
2014/12/25 23:31,1.41958E+12,14,13
2014/12/25 23:51,1.41958E+12,13,13
2014/12/25 23:56,1.41958E+12,15,13
2014/12/26 00:01,1.41958E+12,14,12
2014/12/26 00:11,1.41958E+12,15,13
2014/12/26 00:16,1.41958E+12,14,13
2014/12/26 00:21,1.41958E+12,15,13
2014/12/26 00:26,1.41958E+12,14,13
2014/12/26 00:41,1.41958E+12,15,13
2014/12/26 00:46,1.41958E+12,14,12
2014/12/26 00:56,1.41958E+12,15,13
2014/12/26 01:01,1.41958E+12,14,13
2014/12/26 01:06,1.41958E+12,15,13
2014/12/26 01:11,1.41959E+12,14,13
2014/12/26 01:31,1.41959E+12,15,13
2014/12/26 01:36,1.41959E+12,14,13
2014/12/26 01:41,1.41959E+12,15,13
2014/12/26 01:46,1.41959E+12,14,13
2014/12/26 02:01,1.41959E+12,15,13
2014/12/26 02:06,1.41959E+12,14,13
2014/12/26 02:11,1.41959E+12,15,13
2014/12/26 02:21,1.41959E+12,14,13
2014/12/26 02:46,1.41959E+12,15,13
2014/12/26 02:51,1.41959E+12,14,13
2014/12/26 02:56,1.41959E+12,15,13
2014/12/26 03:01,1.41959E+12,14,13
2014/12/26 03:06,1.41959E+12,15,13
2014/12/26 03:11,1.41959E+12,14,13
2014/12/26 03:26,1.41959E+12,15,13
2014/12/26 03:31,1.41959E+12,14,13
2014/12/26 03:36,1.41959E+12,15,13
2014/12/26 03:41,1.41959E+12,14,13
2014/12/26 03:56,1.41959E+12,15,13
2014/12/26 04:01,1.4196E+12,14,13
2014/12/26 04:26,1.4196E+12,15,13
2014/12/26 04:31,1.4196E+12,14,13
2014/12/26 05:01,1.4196E+12,15,13
2014/12/26 05:26,1.4196E+12,14,13
2014/12/26 05:46,1.4196E+12,15,12
2014/12/26 05:51,1.4196E+12,14,13
2014/12/26 05:56,1.4196E+12,15,13
2014/12/26 06:01,1.4196E+12,14,13
2014/12/26 06:06,1.4196E+12,15,13
2014/12/26 06:16,1.4196E+12,14,13
2014/12/26 06:31,1.4196E+12,15,13
2014/12/26 06:46,1.41961E+12,14,13
2014/12/26 06:56,1.41961E+12,15,13
2014/12/26 07:06,1.41961E+12,14,13
2014/12/26 07:11,1.41961E+12,15,13
2014/12/26 07:21,1.41961E+12,14,12
2014/12/26 07:26,1.41961E+12,15,13
2014/12/26 07:31,1.41961E+12,14,13
2014/12/26 07:36,1.41961E+12,13,13
2014/12/26 07:41,1.41961E+12,15,13
2014/12/26 07:51,1.41961E+12,14,13
2014/12/26 07:56,1.41961E+12,15,13
2014/12/26 08:01,1.41961E+12,14,13
2014/12/26 08:21,1.41961E+12,15,13
2014/12/26 08:31,1.41961E+12,14,13
2014/12/26 08:36,1.41961E+12,15,13
2014/12/26 08:41,1.41961E+12,14,13
2014/12/26 09:16,1.41961E+12,15,13
2014/12/26 09:21,1.41961E+12,14,14
2014/12/26 09:51,1.41962E+12,15,14
2014/12/26 10:01,1.41962E+12,14,14
2014/12/26 10:16,1.41962E+12,15,13
2014/12/26 10:21,1.41962E+12,14,14
2014/12/26 10:26,1.41962E+12,15,13
2014/12/26 10:31,1.41962E+12,14,14
2014/12/26 10:51,1.41962E+12,15,13
2014/12/26 11:01,1.41962E+12,14,14
2014/12/26 11:21,1.41962E+12,15,14
2014/12/26 11:26,1.41962E+12,14,14
2014/12/26 11:31,1.41962E+12,15,14
2014/12/26 11:36,1.41962E+12,14,14
2014/12/26 11:41,1.41962E+12,15,14
2014/12/26 11:46,1.41962E+12,14,14
2014/12/26 11:51,1.41962E+12,15,14
2014/12/26 12:01,1.41962E+12,14,14
2014/12/26 12:11,1.41962E+12,15,14
2014/12/26 12:21,1.41963E+12,14,14
2014/12/26 12:26,1.41963E+12,15,14
2014/12/26 12:31,1.41963E+12,14,14
2014/12/26 12:41,1.41963E+12,15,14
2014/12/26 12:46,1.41963E+12,14,14
2014/12/26 13:26,1.41963E+12,15,14
2014/12/26 13:36,1.41963E+12,14,14
2014/12/26 13:41,1.41963E+12,15,14
2014/12/26 13:46,1.41963E+12,14,14
2014/12/26 14:06,1.41963E+12,15,14
2014/12/26 14:21,1.41963E+12,14,14
2014/12/26 14:46,1.41963E+12,15,14
2014/12/26 14:51,1.41963E+12,14,14
2014/12/26 15:01,1.41963E+12,13,14
2014/12/26 15:06,1.41964E+12,14,14
2014/12/26 15:11,1.41964E+12,13,14
2014/12/26 15:16,1.41964E+12,14,14
2014/12/26 15:26,1.41964E+12,13,14
2014/12/26 15:31,1.41964E+12,14,13
2014/12/26 15:41,1.41964E+12,13,14
2014/12/26 15:51,1.41964E+12,12,13
2014/12/26 15:56,1.41964E+12,13,13
2014/12/26 16:21,1.41964E+12,12,14
2014/12/26 16:31,1.41964E+12,13,14
2014/12/26 16:36,1.41964E+12,12,14
2014/12/26 17:06,1.41964E+12,13,14
2014/12/26 17:11,1.41964E+12,12,14
2014/12/26 17:21,1.41964E+12,13,14
2014/12/26 17:31,1.41964E+12,12,14
2014/12/26 17:41,1.41964E+12,13,14
