®H¨½ PM10,®H¨½ PM2.5,®H¨½ RH,®H¨½ Temp,®H¨½ Rain,®H¨½ Wind
68,53,69,13,0,0.7
62,47,58,16,0,0.1
57,43,52,19,0,0.7
51,41,47,20,0,1.4
50,35,48,20,0,2.8
64,46,52,19,0,2.1
78,57,54,19,0,0.9
78,56,56,19,0,0.8
86,65,59,18,0,0.8
87,64,63,18,0,0.6
93,66,65,17,0,0.7
100,75,68,17,0,0.4
82,62,71,16,0,0.2
70,54,72,16,0,0.5
70,50,74,15,0,0.2
70,51,75,15,0,0.7
70,55,76,15,0,0.4
70,55,76,14,0,0.6
67,53,78,14,0,0.5
64,49,78,14,0,0.4
66,50,79,14,0,1
70,50,80,13,0,0.8
70,48,79,13,0,0.7
70,49,72,14,0,0.3
72,56,65,16,0,0.3
75,57,57,18,0,0.7
66,51,50,20,0,1.6
51,42,42,22,0,2.5
43,32,35,22,0,2.4
55,32,32,23,0,3.2
70,42,31,22,0,3.3
71,47,31,22,0,2.4
70,43,33,20,0,1.7
76,46,40,19,0,0.7
78,51,47,17,0,0.9
76,57,51,16,0,0.5
81,59,57,14,0,0.8
78,53,59,13,0,0.5
68,48,65,13,0,0.3
65,51,69,12,0,0.3
61,51,70,11,0,0.4
57,45,71,11,0,0.6
57,45,74,10,0,0.8
55,46,74,10,0,0.4
54,43,75,9,0,0.5
54,42,75,9,0,0.4
55,43,74,9,0,0.5
60,44,65,12,0,0.2
56,39,49,15,0,0.3
48,31,34,19,0,0
43,28,27,21,0,1.1
46,30,27,23,0,3.2
66,40,33,23,0,4.1
93,53,36,23,0,3.3
108,63,37,22,0,3.7
112,74,40,21,0,3.6
116,80,45,19,0,2.4
117,80,48,18,0,1.1
114,77,52,17,0,0.6
115,76,57,16,0,0.3
121,77,61,15,0,0.3
101,65,63,14,0,0.4
81,58,67,14,0,0.2
82,59,69,13,0,0.3
76,55,71,12,0,0.1
67,50,72,12,0,0.5
65,46,73,12,0,0.2
64,50,74,11,0,0.4
64,54,75,11,0,0.5
66,48,76,11,0,0.5
73,51,75,11,0,0.3
83,61,70,13,0,0.3
89,66,60,16,0,0.4
84,59,47,20,0,0.4
65,44,34,23,0,1.2
49,38,33,24,0,3.2
53,37,32,24,0,4.8
60,38,29,24,0,4.1
66,42,30,23,0,3
84,54,32,23,0,2
95,61,34,22,0,2.2
93,59,34,20,0,0.5
101,69,42,19,0,0.3
109,75,47,18,0,0.4
101,70,50,18,0,0.6
89,66,52,17,0,0.2
90,64,54,17,0,0.9
93,66,56,17,0,0.6
84,62,57,17,0,0.2
82,59,58,16,0,0
77,58,62,16,0,0.4
70,50,64,15,0,0.5
71,51,66,15,0,0.2
70,56,66,15,0,0.6
75,58,65,16,0,0.7
82,62,61,17,0,0.3
82,64,54,19,0,0.8
73,57,45,21,0,0.3
61,44,40,24,0,0.2
46,29,38,27,0,0.7
33,16,40,27,0,3.2
43,23,39,26,0,1.6
59,39,40,26,0,2.1
66,46,42,26,0,1.7
86,61,44,25,0,2.3
116,92,48,23,0,1
134,109,51,22,0,1.1
139,103,53,21,0,0.6
134,102,57,20,0,0.2
126,103,59,20,0,0.3
121,95,64,20,0,0.1
112,89,63,19,0,0.7
108,84,64,19,0,0.2
105,83,66,18,0,0.5
104,84,68,18,0,0.7
100,85,74,17,1.6,0.3
101,89,81,17,1.2,0.4
98,90,84,16,2.2,0.6
94,90,85,17,0.6,0.4
94,95,85,17,0,0.3
94,95,83,18,0,0.3
89,86,79,19,0,0.3
71,72,73,21,0,1.2
45,44,64,24,0,0.4
28,25,57,26,0,1.6
27,23,55,27,0,3.3
31,24,59,26,0,4.5
34,26,63,24,0,4
38,29,64,24,0,2.9
43,31,68,23,0,1
50,38,71,22,0,0.5
57,45,77,20,0,0.7
60,42,79,19,0,0.4
59,41,80,19,0,0.4
54,38,82,18,0,0.5
51,39,82,18,0,0.5
48,38,82,17,0,0.3
44,33,83,16,0,0.3
38,31,84,16,0,0.6
34,24,85,16,0,0.2
32,23,86,15,0,0.2
32,24,86,15,0,0.6
34,23,86,15,0,0.7
37,29,85,15,0,0.7
40,32,77,18,0,0.5
39,35,65,21,0,0.3
38,37,61,23,0,2
43,42,62,23,0,3.1
46,40,58,24,0,3.7
50,39,58,24,0,3.7
55,46,56,24,0,2.4
57,54,55,24,0,2.3
67,54,59,23,0,2.8
72,54,62,22,0,1.1
73,57,67,21,0,0.9
76,58,70,19,0,0.3
78,59,74,18,0,0.4
75,60,77,17,0,0.3
73,66,78,17,0,0.2
82,72,80,16,0,0.4
72,63,79,15,0,0.4
59,53,80,15,0,0.5
54,46,80,15,0,0.1
49,42,80,14,0,0.5
48,38,81,14,0,0.6
45,35,81,13,0,0.5
44,32,81,13,0,0.4
48,37,76,16,0,0.3
50,42,66,18,0,0.4
42,34,54,21,0,0.2
31,24,45,24,0,1.2
31,23,42,25,0,2.8
35,28,46,25,0,3.7
40,33,47,24,0,3.7
49,38,50,24,0,4.1
64,40,52,23,0,3.2
72,46,55,22,0,2
81,55,59,21,0,1.5
93,58,62,21,0,1.1
100,66,67,20,0,0.7
94,70,71,19,0,0.5
93,64,73,18,0,0.3
97,66,76,17,0,0.3
88,66,77,17,0,0.2
77,60,78,16,0,0.3
75,56,80,16,0,0.2
76,51,80,16,0,0.3
66,49,79,15,0,0.3
57,50,81,15,0,0.3
61,49,81,15,0,0.4
62,51,79,15,0,0.4
62,57,77,16,0,0.2
67,61,77,17,0,0.1
72,64,71,19,0,0.9
67,51,59,21,0,0.3
49,33,49,23,0,0.6
38,28,50,23,0,2.1
48,37,55,22,0,2.1
61,48,55,23,0,0.6
61,50,55,22,0,0.7
67,53,58,22,0,2.1
76,58,63,21,0,0.8
82,62,67,20,0,0.8
88,68,70,19,0,0.4
94,77,73,18,0,0.3
97,76,75,17,0,0.5
86,68,77,17,0,0.4
83,69,77,17,0,0.1
86,70,78,16,0,0.3
77,62,79,16,0,0.4
70,56,79,16,0,0.2
56,42,75,16,0,0.4
45,37,76,16,0,0.3
48,42,77,15,0,0.2
53,45,78,15,0,0.4
59,53,75,17,0,0.8
61,55,66,19,0,0.8
60,48,61,20,0,0.5
57,44,55,22,0,1.3
60,43,56,23,0,3.5
66,48,58,22,0,4.3
71,55,60,22,0,4.3
70,54,60,22,0,3.7
73,55,62,21,0,2.3
77,56,63,20,0,2
73,55,65,20,0,1.2
75,57,66,20,0,1
88,62,71,19,0,0.4
97,69,74,18,0,0
99,75,76,17,0,0.5
104,84,78,16,0,0.2
88,75,78,16,0,0.1
71,60,80,15,0,0.3
62,54,80,15,0,0.7
60,48,81,15,0,0.3
60,46,81,14,0,0.6
55,41,81,14,0,0.5
53,37,83,13,0,0.2
54,42,83,14,0,0.5
56,51,81,15,0,0.5
61,53,76,16,0,0.2
62,49,68,18,0,0.5
53,42,62,20,0,0.2
48,35,55,22,0,0.6
39,31,51,22,0,0.8
33,25,50,23,0,0.8
31,20,54,22,0,0.4
33,26,63,21,0,0.2
45,33,71,20,0,0.2
56,39,75,20,0.2,0.3
55,40,78,19,0.4,0.4
40,32,80,18,0.6,1
34,30,81,18,1,0.1
33,27,83,17,0,1.3
31,22,82,17,0,1
33,22,83,17,0,0.4
34,25,83,17,0,0.4
33,27,84,17,0,0.1
32,24,85,16,0,0.3
26,20,85,16,0,0.6
26,16,86,16,0,0.4
31,16,86,16,0,0.4
35,20,86,16,0,0.4
37,22,86,16,0,0.2
37,28,80,19,0,0.7
29,26,67,22,0,0.5
16,14,57,24,0,1.1
17,11,51,27,0,1.9
18,12,50,27,0,2.8
21,19,51,27,0,4
34,27,56,26,0,4.1
37,32,60,25,0,3.1
39,38,65,24,0,2.2
45,39,70,23,0,1.2
51,42,73,22,0,0.6
57,47,75,21,0,0.2
64,50,77,20,0,0.5
62,50,79,20,0,0.2
64,54,80,20,0,0.4
62,55,81,19,0,0.4
50,45,82,19,0,0.3
50,43,81,19,0,0.5
54,42,82,19,0,0.2
45,37,83,19,0,0.2
45,39,83,19,0,0.3
43,37,84,18,0,0.5
44,34,84,18,0,0.3
50,41,80,19,0,0.2
48,42,71,21,0,0.3
44,38,67,22,0,0.5
43,33,62,24,0,1
50,39,68,23,0,3
64,57,73,22,0,1.3
56,50,66,24,0,1.5
50,48,70,23,0,1.6
61,59,70,23,0,0.8
73,64,71,23,0,1.1
84,75,74,22,0,0.7
98,85,77,21,0,0.7
98,84,78,21,0,0.3
93,81,79,21,0,0.3
98,81,81,20,0,0.6
83,68,81,20,0,0.2
77,68,83,20,0,0.4
88,75,82,20,0,0.7
84,71,83,20,0,0.1
78,73,83,20,0,0.6
79,70,83,19,0,0.4
77,65,83,19,0,0.4
77,66,83,19,0,0.4
81,65,84,19,0,0.2
83,68,80,20,0,0.5
78,63,75,22,0,0.9
55,40,65,24,0,1
28,19,59,25,0,2.4
17,15,58,25,0,2.6
22,12,51,26,0,1.3
21,12,49,27,0,2.2
27,20,51,26,0,2.8
32,27,57,25,0,2.8
28,27,61,25,0,2.1
35,29,67,23,0,1.2
53,38,70,22,0,0.2
53,39,74,21,0,0.5
48,34,77,20,0,0.3
49,37,77,20,0,0.3
43,33,80,19,0,0.3
39,30,80,19,0,0.2
38,30,81,18,0,0.6
35,28,81,18,0,0.2
33,24,82,18,0,0.3
32,30,82,18,0,0.2
32,29,83,17,0,0.6
29,22,83,17,0,0
38,25,82,17,0,0.2
45,29,78,19,0,0.5
43,30,69,21,0,0.7
38,26,58,24,0,1.1
33,19,52,26,0,1.6
37,25,54,27,0,4.4
50,41,57,26,0,3.7
60,44,56,26,0,3.3
56,42,57,26,0,3.3
59,49,60,25,0,2.8
65,54,65,24,0,2
65,53,68,23,0,0.5
71,54,71,22,0,0.5
73,56,73,22,0,0.7
66,56,75,21,0,0.3
61,55,77,20,0,0.3
57,51,78,20,0,0.2
57,49,80,19,0,0.4
56,48,81,19,0,0.2
51,47,80,18,0,0.2
51,43,81,18,0,0.3
53,43,83,17,0,0.2
49,43,82,17,0,0.2
50,37,83,17,0,0.5
50,37,81,17,0,0.5
51,41,74,19,0,0.3
51,41,66,22,0,0.1
50,39,55,25,0,0.7
40,27,39,28,0,2.1
46,30,50,28,0,4.4
62,46,45,29,0,2.6
56,43,41,29,0,1.9
59,45,45,29,0,3.2
71,57,56,27,0,3.6
77,61,61,25,0,2.4
78,63,67,24,0,1.5
79,70,72,23,0,1.5
81,73,75,22,0,1.4
86,71,77,21,0,1
93,75,79,21,0,0.6
97,87,80,20,0,1
97,92,80,20,0,0.7
75,66,71,20,0,1.5
48,44,70,20,0,0.3
49,46,73,20,0,0.2
61,54,77,20,0,0.6
71,61,79,19,0,0.2
70,62,79,19,0,0.6
68,61,79,19,0,0.6
68,64,75,20,0,1.1
65,59,65,22,0,0.3
57,45,55,25,0,0.4
40,28,45,28,0,1.8
27,18,40,29,0,3.1
35,27,45,28,0,4.3
54,44,51,27,0,3.8
61,49,53,27,0,2.7
66,49,58,25,0,3.7
70,51,67,23,0,3.5
71,54,72,21,0,2
75,59,74,21,0,1.7
78,57,75,20,0,1.1
79,56,76,20,0,1.2
75,55,77,20,0,1.5
68,49,77,20,0,1.2
64,45,77,20,0,1.3
56,42,80,19,0,1.2
55,42,81,19,0,0.9
57,42,81,19,0,1
55,43,81,19,0,0.7
48,41,79,19,0,0.4
45,37,79,19,0,0.3
49,38,79,19,0,0.6
49,35,75,20,0,0.7
45,31,66,23,0,0.5
44,32,58,25,0,0.2
39,29,56,25,0,1
32,24,55,26,0,1.8
27,23,53,27,0,1.5
28,20,53,27,0,1.8
34,24,55,27,0,3.9
51,37,60,25,0,3.4
59,39,61,24,0,1.8
50,30,63,24,0,1.4
43,26,65,23,0,0.6
44,31,70,22,0,0.6
45,33,73,21,0,0.2
43,31,75,20,0,0.5
38,29,78,19,0,0.4
42,25,77,19,0,0.3
40,27,77,19,0,0.7
37,31,78,19,0,0.3
40,29,78,19,0,0.5
38,27,79,19,0,0.5
37,30,81,18,0,0.2
37,30,81,18,0,0.4
39,30,81,18,0,1.1
44,33,73,20,0,0.3
44,38,68,22,0,0.8
38,29,60,24,0,1.1
31,17,55,25,0,1.4
27,15,53,26,0,3.5
32,18,54,25,0,5.2
29,18,53,25,0,3.7
26,13,54,25,0,2.8
37,16,57,24,0,1.8
45,24,58,23,0,1.2
44,19,59,21,0,2.6
40,23,61,20,0,1.3
39,23,64,19,0,1.4
44,26,64,19,0,0.7
46,27,66,19,0,1.2
42,25,66,19,0,0.7
42,31,67,19,0,0.7
44,30,68,18,0,1
39,27,68,18,0,0.2
37,24,69,18,0,0.6
37,20,69,18,0,0.8
40,25,69,18,0,0.5
45,26,70,18,0,0.6
45,20,71,18,0,0.8
49,25,69,19,0,0.4
59,35,68,19,0,0.4
67,38,68,20,0,0.3
71,40,68,20,0,1
77,48,71,20,0,2
77,51,70,19,0,1.5
71,48,68,20,0,2.4
68,44,66,20,0,1.9
64,41,67,20,0,1.7
62,42,67,20,0,1.4
77,51,69,19,0,1.2
79,59,71,19,0,0.4
68,54,75,18,0,1
66,51,76,18,0,0.3
65,55,78,17,0,0.3
59,47,78,17,0,0.4
56,44,79,17,0,0.7
59,47,78,17,0,0.3
61,46,78,17,0,0.3
61,47,79,17,0,0.4
55,48,78,17,0,0.5
59,49,80,17,0,0.3
62,46,80,17,0,0.1
72,48,80,17,0,0.7
81,51,74,19,0,0.3
70,45,64,21,0,0.2
50,31,53,24,0,1.1
31,20,47,26,0,1.8
22,18,44,27,0,1.8
33,22,44,27,0,2.7
44,25,47,27,0,3
55,26,47,27,0,2.7
64,33,51,26,0,3.4
68,45,55,25,0,2.5
68,47,58,24,0,0.8
77,57,66,23,0,1.8
87,70,68,22,0,0.8
93,70,71,21,0,0.8
98,72,72,21,0,0.6
95,80,74,20,0,0.7
87,79,76,20,0,0.5
75,69,78,19,0,0.5
68,60,79,18,0,0.5
67,59,81,18,0,0.3
64,57,81,17,0,0.3
62,54,81,17,0,0.7
62,56,81,17,0,0.2
68,59,79,18,0,0.3
78,59,78,19,0,0.2
87,65,74,20,0,0.5
90,74,69,21,0,0.7
71,60,64,23,0,1.2
50,38,62,24,0,1.5
46,30,60,24,0,1.8
51,30,60,25,0,1.7
72,41,64,23,0,2.1
89,59,67,22,0,1.7
86,63,67,22,0,2.3
77,61,67,21,0,1.8
83,68,68,20,0,1.5
86,70,69,20,0,1
88,72,70,20,0,0.7
93,77,71,20,0,1
90,79,71,20,0,0.3
92,83,72,19,0,0.9
89,83,72,19,0,0.2
84,77,73,19,0,0.5
82,73,73,19,0,0.2
81,74,74,19,0,0.1
82,76,77,18,0,0.1
83,75,78,18,0,0.5
94,75,77,18,0,0.3
109,80,73,20,0,0.7
111,86,67,22,0,0.8
89,75,58,25,0,1.3
68,50,55,26,0,3.9
75,48,56,25,0,3.9
88,63,58,24,0,3.8
97,76,60,24,0,3
104,87,61,23,0,3.4
110,93,65,22,0,2.5
110,99,67,21,0,1.7
114,103,69,21,0,0.8
116,105,70,21,0,1.1
111,99,71,20,0,1
109,91,72,20,0,1.3
108,93,72,20,0,0.2
106,92,74,19,0,0.5
108,91,74,19,0,0.4
108,90,74,19,0,0.5
105,93,75,19,0,0.9
108,94,76,19,0,0.7
109,92,76,19,0,0.5
105,92,76,19,0,0.3
106,95,77,19,0,0.7
115,97,77,19,0,0.1
126,104,75,20,0,0.3
123,103,73,21,0,0.1
114,92,73,21,0,0.5
112,90,74,21,0,0.4
110,86,69,22,0,0.9
79,59,60,24,0,0.8
56,37,54,26,0,0.5
66,41,56,26,0,3.4
78,56,59,24,0,3.7
81,60,63,23,0,3.2
75,59,66,22,0,1.7
78,65,68,21,0,1.4
77,60,69,21,0,1.2
71,55,71,20,0,0.9
75,57,72,20,0,0.7
81,59,73,19,0,1
79,62,73,19,0,0.7
76,64,73,19,0,0.6
73,60,75,19,0,0.6
70,59,73,19,0,0.3
70,64,75,19,0,0.7
71,65,76,19,0,0
72,62,77,19,0,0.1
79,66,77,19,0,0.1
88,70,76,20,0,0.5
93,72,73,21,0,0.6
93,76,67,22,0,0.4
81,69,59,24,0,1.7
61,51,54,25,0,2.8
55,44,53,26,0,3.6
64,49,58,25,0,4
71,58,61,24,0,3.3
73,61,64,23,0,2.7
72,59,66,22,0,2.2
75,60,66,22,0,1.4
79,60,67,21,0,1
81,60,68,21,0,1.1
77,60,70,21,0,1.3
72,60,70,21,0,0.8
73,59,73,20,0,0.6
71,56,73,20,0,0.5
64,53,75,19,0,0.5
57,50,77,19,0,0.5
59,50,78,19,0,0.3
61,53,80,18,0,0.6
59,55,80,18,0,0.5
64,55,81,18,0,0.4
68,58,81,18,0,0.4
70,65,77,19,0,0.1
76,72,69,22,0,0.8
75,68,62,23,0,1
64,55,55,26,0,2.1
55,46,49,27,0,2.5
62,49,54,26,0,5
73,58,59,25,0,3.9
79,63,63,24,0,3.3
84,63,68,22,0,3.5
79,59,71,21,0,3
77,56,74,20,0,2.2
77,59,74,20,0,2.4
72,60,74,20,0,1.1
72,59,75,20,0,1.2
79,63,76,20,0,0.8
79,65,76,20,0,0.4
77,64,76,20,0,0.5
79,65,78,19,0,0.9
78,68,78,19,0,0.4
75,70,80,19,0,0.2
73,66,80,19,0,0.5
73,62,81,19,0,1.1
72,60,81,18,0,0.6
94,65,80,19,0,1
98,68,73,21,0,0.6
65,56,64,23,0,0.5
40,37,55,25,0,0.9
33,27,52,27,0,2.9
43,27,53,27,0,4.5
55,30,53,26,0,4.2
54,32,52,26,0,3.1
50,26,51,26,0,3
49,20,52,26,0,2.7
48,26,54,24,0,2.2
48,30,56,23,0,1.2
48,31,58,22,0,0.5
46,32,61,22,0,1
46,31,62,21,0,0.9
49,32,64,21,0,0.4
50,34,66,20,0,0.9
50,32,66,20,0,0.7
49,30,66,20,0,0.7
49,31,68,19,0,0.9
45,34,68,19,0,0.3
48,34,69,19,0,1
49,33,72,18,0.2,0.8
49,34,78,17,0.2,0.4
50,38,80,17,0.6,0.9
51,42,80,17,0.2,0.3
53,47,82,17,0.4,0.4
56,49,83,17,0.4,0.6
59,48,83,18,0,0.8
55,49,81,18,0,1.1
45,44,78,18,0,0.6
45,40,78,18,0,0.6
48,38,79,18,0.4,0.6
48,40,82,17,0.4,1.4
50,48,83,17,2.2,1.1
50,45,84,17,1.4,0.5
49,41,85,17,0.4,0.9
46,41,85,16,0.2,1.4
45,39,84,16,0,1.2
45,38,84,16,1.8,0.8
43,39,84,16,0,0.7
46,39,84,16,0,1.2
51,32,84,15,0.2,0.6
50,29,84,15,0,0.4
50,32,84,16,0.2,0.8
46,31,85,15,0,0.2
55,31,85,16,0,0.6
65,41,83,16,0,0.7
64,46,84,16,0,0.4
62,46,83,16,0.2,0.4
62,50,83,16,0,0.7
64,53,80,17,0,0.2
66,52,79,17,0,0.6
67,51,79,17,0,1.6
73,50,81,17,0,0.7
78,50,81,17,0,0.4
72,48,82,16,0,0.6
67,48,79,17,0,0.2
72,54,80,17,0,0.7
73,50,82,16,0.2,0.5
65,44,83,16,0.2,0.4
62,44,84,16,0.2,0.4
66,45,85,16,0.2,0.8
59,46,84,16,0,0.8
51,46,85,16,2,1
49,41,85,15,1.4,0.7
43,33,85,15,0,0.4
40,32,84,15,0.2,0.4
39,32,85,15,0,0.1
33,29,85,15,0.2,1.3
28,25,86,15,0.6,0.8
18,22,85,15,1.6,0.7
16,20,85,15,0,0.2
23,17,84,16,0,0.4
29,17,81,16,0,0.7
31,20,78,17,0,0.1
31,19,74,18,0,0.6
34,19,71,19,0,0.2
26,19,69,20,0,0.9
18,19,67,21,0,0.8
24,19,70,21,0,1.5
34,23,73,20,0,1.4
43,29,76,18,0,2.5
49,33,77,18,0,0.6
50,39,79,17,0,0.8
56,46,80,16,0,0.5
61,49,82,16,0,0.5
59,46,83,16,0,0.6
54,43,84,15,0,0.3
50,39,85,15,0,0.5
43,30,85,15,0,0.3
39,28,84,15,0,0.6
34,24,81,15,0,0.6
26,18,80,14,0,0.6
24,16,78,14,0,1.1
33,18,79,14,0,0.3
35,23,79,15,0,0.6
34,23,77,16,0,0.9
37,25,70,18,0,0.9
33,20,56,21,0,0.7
27,15,48,23,0,0.5
26,13,49,25,0,2.3
31,19,50,25,0,3.2
38,27,47,26,0,2.7
45,25,47,26,0,3.1
56,35,53,25,0,3.4
75,56,62,23,0,2.4
89,70,68,22,0,1.4
97,75,72,21,0,0.5
101,80,75,20,0,0.6
99,78,78,19,0,0.7
100,78,79,18,0,0.3
110,88,80,18,0,0.5
108,88,79,18,0,0.4
72,58,73,18,0,0.9
49,35,74,17,0,1.3
55,41,75,17,0,0.1
48,33,72,17,0,0.6
43,30,77,17,0,0.4
51,38,77,17,0,0.4
53,39,76,17,0,0.3
59,46,71,19,0,0.2
61,51,63,21,0,0.1
50,41,53,24,0,0.2
39,30,48,26,0,0.6
39,28,49,27,0,3.2
54,44,52,26,0,3.7
66,58,52,26,0,3.4
71,58,53,26,0,3.6
92,76,59,25,0,4
106,96,63,23,0,3.2
111,99,66,22,0,2
121,106,69,22,0,1.3
126,110,70,21,0,1
119,106,71,21,0,0.6
119,106,75,20,0,0.8
114,100,76,19,0,0.5
101,92,79,19,0,0.5
104,94,79,19,0,0.2
99,91,81,18,0,0.6
92,83,81,18,0,0.4
92,83,82,17,0,0.1
92,81,83,17,0,0.7
88,80,82,17,0,0.7
86,84,81,17,0,0.4
88,83,77,19,0,0.7
87,73,69,21,0,0.6
60,55,57,25,0,1
34,30,48,27,0,1.3
31,20,44,29,0,2.3
35,28,46,29,0,4.4
44,34,50,28,0,3.5
54,38,54,28,0,3.5
71,53,61,26,0,3.3
84,65,68,24,0,3.2
86,69,70,23,0,2.8
87,73,71,23,0,1
88,73,73,23,0,0.6
88,76,75,22,0,0.7
93,79,77,22,0,0.8
95,81,77,22,0,0.4
89,83,78,21,0,0.8
87,77,79,21,0,0.4
89,77,80,21,0,0.8
84,78,81,20,0,0.4
84,75,82,20,0,1.1
84,72,82,20,0,0.9
83,76,82,20,0,0.2
86,77,81,20,0,0.3
93,77,80,20,0,0.7
100,83,79,21,0,0.6
97,83,73,22,0,0.6
82,73,66,24,0,0.5
59,45,56,27,0,1.2
46,31,54,28,0,1.6
56,38,58,27,0,3.3
65,45,62,26,0,3
65,50,64,26,0,2.3
70,56,68,25,0,1.7
81,57,72,25,0,1.2
88,62,74,24,0,0.4
89,65,75,23,0,0.3
77,59,76,23,0,0.4
68,55,77,22,0,0.4
70,51,77,22,0,0.8
70,51,79,22,0,0.6
59,47,73,21,0,1.1
48,41,70,21,0,1.3
44,37,70,21,0,1.6
45,41,72,21,0,1.1
46,43,73,20,0,0.7
49,42,79,20,0,0.4
59,46,76,20,0,0.2
61,45,72,22,0,0.2
57,48,65,24,0,0.4
56,48,60,26,0,1
51,46,56,27,0,0.4
50,44,54,29,0,1.8
53,39,55,29,0,4
60,42,61,27,0,3.9
73,50,65,27,0,2.6
75,47,66,26,0,2.3
67,38,69,26,0,2.3
59,31,72,25,0,1.7
49,30,74,24,0,1.4
50,32,75,24,0,0.6
51,31,77,23,0,1.1
49,31,78,23,0,0.4
46,32,80,22,0,0.1
46,27,80,22,0,0.4
48,27,80,22,0,0.4
51,33,79,21,0,0.4
50,35,76,21,0,0.5
50,37,77,21,0,0.6
49,34,69,21,0,1.8
42,32,71,20,0,1
48,40,76,21,0,0.3
56,39,68,22,0,0.4
53,37,67,24,0,0.6
49,40,57,26,0,0.5
43,38,34,29,0,0.9
37,27,28,30,0,0.6
37,26,29,32,0,1.2
40,28,33,32,0,2.8
54,28,42,30,0,3.7
62,30,48,29,0,3.2
76,37,54,27,0,3.1
90,45,64,25,0,1.5
87,44,67,24,0,1.1
72,33,69,23,0,0.4
62,30,73,22,0,0.4
55,31,75,22,0,0.5
55,28,78,21,0,0.7
54,27,80,21,0,0.2
50,31,79,21,0,0.4
51,37,77,20,0,0.4
50,35,74,20,0,0.4
48,38,75,19,0,0.1
51,40,79,19,0,0.9
53,40,78,19,0,0.1
56,45,79,19,0,0.9
65,47,72,21,0,0.3
64,45,61,24,0,0.4
66,47,50,27,0,0.9
56,37,34,30,0,0.8
42,27,26,33,0,1.8
46,31,27,33,0,3.8
73,41,43,31,0,4.7
93,49,51,30,0,4
86,48,54,28,0,3.2
75,43,55,27,0,1.9
56,37,57,26,0,2.1
48,35,59,25,0,0.9
50,38,65,24,0,1.2
48,37,68,23,0,0.8
50,32,71,22,0,0.7
54,34,74,22,0,0.7
53,34,77,21,0,0.8
48,32,78,21,0,0.5
46,32,79,20,0,0.6
48,32,81,20,0,0.6
46,33,81,19,0,0.6
48,37,81,19,0,0.1
55,40,81,19,0,0.5
68,46,80,20,0,0.4
78,58,74,22,0,0.3
81,58,64,24,0,1
76,49,53,27,0,0.4
64,46,48,29,0,1.7
68,54,52,29,0,4.8
86,64,54,29,0,4.6
103,76,58,28,0,4.2
110,84,64,26,0,4.2
106,89,70,24,0,3.8
119,102,74,23,0,3.4
134,107,76,23,0,2.2
137,104,76,23,0,0.7
131,101,76,23,0,1.1
128,102,76,23,0,0.5
130,104,76,23,0,0
127,100,78,22,0,0.6
127,97,79,22,0,0.4
119,93,79,21,0,0.7
97,88,78,21,0,1.2
84,81,77,20,0,1.1
78,72,75,20,0,0.9
77,72,79,19,0,0.9
84,74,78,19,0,0.7
92,77,78,20,0,1.3
94,80,74,21,0,0.3
98,80,66,23,0,0.4
97,79,58,26,0,0.7
88,74,57,27,0,3.9
88,77,60,26,0,4.2
95,88,65,25,0,3.7
105,86,65,25,0,2.9
117,87,66,25,0,0.9
114,89,66,25,0,1
97,80,67,24,0,2
93,75,70,24,0,1.3
95,78,72,23,0,0.9
95,83,74,22,0,1.4
95,86,76,22,0,1.4
103,90,77,22,0,1.3
114,96,77,21,0,1.4
116,103,77,21,0,0.9
116,102,78,21,0,0.8
120,104,78,21,0,0.7
114,106,78,21,0,0.5
112,101,78,21,0,0.3
119,101,79,21,0,0.6
115,100,80,21,0,0.8
111,95,79,21,0,0.6
112,97,76,22,0,1
108,99,72,23,0,0.6
89,86,67,24,0,0.2
75,71,62,26,0,1.2
70,64,61,26,0,3.1
64,56,59,26,0,1.8
62,54,58,26,0,2.4
65,57,61,26,0,2.8
83,69,64,25,0,2.7
100,83,66,24,0,2.3
104,86,66,23,0,2.2
101,77,65,23,0,0.9
101,77,70,23,0,0.6
110,89,73,22,0,0.8
105,89,73,22,0,0.5
97,79,71,22,0,0.5
97,77,74,22,0,0.3
97,78,75,21,0,0.5
92,76,75,21,0,0.7
88,72,75,21,0,0.2
87,72,76,21,0,0.3
87,74,78,21,0,0.3
88,74,78,21,0,0.6
109,75,77,21,0,0.6
115,77,75,22,0,0.4
98,72,68,23,0,0.9
86,63,65,24,0,2.5
76,57,66,24,0,3.1
86,65,69,23,0,3.9
122,97,75,20,0.3,3.7
111,88,80,19,0.6,1.2
100,79,82,18,0.2,0.9
92,78,83,18,0,1.1
79,72,84,18,1.6,0.9
66,61,85,18,1.6,0.8
50,51,85,18,3.2,0.5
44,44,85,18,0,0.6
45,42,85,19,0.8,0.5
37,32,84,18,0,0.8
27,27,83,19,0,0.7
31,26,84,18,0,0.8
28,18,84,18,0,1.5
23,17,83,18,0,0.6
23,18,83,18,0,1.3
24,22,83,18,0,0.2
27,23,84,18,0,0.6
28,24,83,18,0,0.4
32,27,82,19,0.2,0.4
40,27,80,20,0,0.4
38,26,72,22,0,0.2
26,19,63,24,0,1.1
23,15,62,25,0,3.4
28,18,61,25,0,3.8
34,24,62,24,0,3.5
40,31,61,25,0,3.4
45,37,63,24,0,2.5
49,42,64,24,0,1.9
55,46,65,23,0,1.8
56,48,68,23,0,1.4
51,46,71,22,0,1.3
55,46,72,21,0,0.8
59,53,74,21,0,0.7
53,47,74,20,0,1
